Round;Reward;Average Reward;Steps Survived;Coins Collected;Enemies Killed;Crates Destroyed
1;-68680.0;-68680;22;0;0;0
2;-71740;-70210;22;0;0;0
3;-53350;-64590;8;0;0;0
4;-32340;-56528;6;0;0;0
5;-68840;-58990;6;0;0;0
6;-36090;-55173;9;0;0;0
7;-43190;-53461;25;0;0;0
8;-77890;-56515;15;0;0;0
9;-111150;-62586;40;1;0;2
10;-138380;-70165;63;2;0;2
11;-25780;-66130;10;0;0;0
12;-25650;-62757;6;0;0;0
13;-54780;-62143;10;0;0;0
14;-50850;-61336;6;0;0;0
15;-79830;-62569;18;0;0;0
16;-50600;-61821;7;1;0;0
17;-107130;-64486;24;0;0;2
18;-46770;-63502;17;0;0;0
19;-54590;-63033;10;0;0;0
20;-55400;-62652;6;1;0;0
21;-52650;-62175;7;0;0;0
22;-80220;-62995;34;0;0;0
23;-55980;-62690;25;1;0;0
24;-121210;-65129;49;0;0;0
25;-86370;-65978;23;0;0;0
26;-50600;-65387;7;1;0;0
27;-94270;-66457;47;0;0;0
28;-74700;-66751;11;0;0;0
29;-54140;-66316;8;0;0;0
30;-77260;-66681;45;0;0;0
31;-83630;-67228;24;0;0;1
32;-74400;-67452;9;0;0;0
33;-139750;-69643;18;0;0;1
34;-50800;-69089;8;1;0;0
35;-38900;-68226;23;0;0;0
36;-73290;-68367;10;0;0;0
37;-59800;-68135;15;0;0;0
38;-56000;-67816;14;1;0;0
39;-38490;-67064;16;0;0;1
40;-54550;-66751;10;1;0;0
41;-55670;-66481;13;0;0;0
42;-87400;-66979;32;0;0;1
43;-50990;-66607;8;0;0;0
44;-52940;-66296;37;0;0;0
45;-105300;-67163;49;0;0;1
46;-69900;-67223;44;0;0;0
47;-76200;-67414;10;0;0;0
48;-131450;-68748;41;0;0;0
49;-92030;-69223;23;0;0;0
50;-52100;-68880;11;0;0;0
51;-72850;-68958;31;0;0;0
52;-46040;-68518;14;0;0;0
53;-63350;-68420;23;0;0;0
54;-47880;-68040;16;0;0;0
55;-23140;-67223;5;0;0;0
56;-74540;-67354;11;0;0;0
57;-53300;-67107;9;0;0;0
58;-54080;-66883;9;0;0;0
59;-55750;-66694;13;0;0;0
60;-71400;-66772;7;0;0;0
61;-58520;-66637;41;0;0;0
62;-59200;-66517;23;1;0;0
63;-18700;-65758;18;0;0;0
64;-30350;-65205;5;0;0;0
65;-69540;-65272;7;0;0;0
66;-30350;-64743;5;0;0;0
67;-59140;-64659;12;0;0;0
68;-46370;-64390;30;0;0;0
69;-62140;-64357;14;0;0;0
70;-47470;-64116;30;0;0;0
71;-69400;-64191;5;0;0;0
72;-71950;-64298;7;0;0;0
73;-72700;-64413;30;0;0;0
74;-52890;-64258;7;0;0;0
75;-53540;-64115;10;0;0;0
76;-73990;-64245;11;0;0;0
