Round;Reward;Average Reward;Steps Survived;Coins Collected;Enemies Killed;Crates Destroyed
1;-20740.0;-20740;14;0;0;0
2;-44290;-32515;13;0;0;0
3;-21950;-28993;7;0;0;0
4;-27990;-28742;11;1;0;0
5;-35690;-30132;9;0;0;0
6;-57310;-34662;30;0;0;0
7;-30030;-34000;9;0;0;0
8;-33260;-33908;27;0;0;0
9;-33590;-33872;22;0;0;1
10;-26200;-33105;7;0;0;0
11;-34100;-33195;9;0;0;0
12;-39750;-33742;7;1;0;0
13;-28770;-33359;17;0;0;0
14;-40200;-33848;7;1;0;0
15;-31200;-33671;8;0;0;0
16;-21290;-32898;7;0;0;0
17;-47380;-33749;34;0;0;0
18;-34640;-33799;12;0;0;0
19;-29000;-33546;5;0;0;0
20;-56920;-34715;30;0;0;0
21;-23580;-34185;8;0;0;0
22;-21090;-33590;16;0;0;0
23;-30140;-33440;7;0;0;0
24;-22590;-32988;6;0;0;0
25;-37970;-33187;21;0;0;0
26;-49740;-33823;33;0;0;0
27;-41980;-34126;12;0;0;0
28;-45140;-34519;14;0;0;0
29;-29500;-34346;5;0;0;0
30;-28600;-34154;5;0;0;0
31;-59370;-34968;72;0;0;2
32;-53010;-35532;27;0;0;0
33;-31300;-35403;8;1;0;0
34;-11770;-34708;10;0;0;0
35;-19430;-34272;15;0;0;0
36;-12890;-33678;8;0;0;0
37;-30800;-33600;7;0;0;0
38;-15870;-33133;18;0;0;1
39;-32280;-33112;18;0;0;0
40;-29600;-33024;5;0;0;0
41;-37810;-33140;20;0;0;0
42;-42640;-33367;11;0;0;0
43;-30600;-33302;7;0;0;0
44;-29100;-33207;5;0;0;0
45;-64230;-33896;36;1;0;1
46;-26070;-33726;24;0;0;0
47;-19640;-33426;13;0;0;0
48;-36950;-33500;16;0;0;0
49;-15240;-33127;9;0;0;0
50;-22590;-32916;7;0;0;0
51;-39070;-33037;27;0;0;0
52;-34640;-33068;12;0;0;0
53;-24580;-32908;9;0;0;0
54;-26960;-32798;19;0;0;0
55;-55790;-33216;33;0;0;0
56;-59530;-33686;46;2;0;0
57;-21490;-33472;6;0;0;0
58;-26920;-33359;43;1;0;2
59;-20090;-33134;7;0;0;0
60;-54790;-33495;33;0;0;4
61;-38800;-33582;5;0;0;0
62;-29600;-33517;5;0;0;0
63;-21480;-33326;8;0;0;0
64;-40480;-33438;11;0;0;0
65;-39750;-33535;6;0;0;0
66;-42520;-33671;31;0;0;2
67;-31300;-33636;14;0;0;0
68;-30300;-33587;14;0;0;0
69;-29490;-33528;7;0;0;0
70;-34650;-33544;11;0;0;0
71;-40080;-33636;21;0;0;0
72;-29600;-33580;5;0;0;0
73;-40200;-33670;19;0;0;0
74;-31000;-33634;7;0;0;0
75;-4930;-33251;11;0;0;0
76;-38300;-33318;5;0;0;0
77;-24890;-33208;10;0;0;0
78;-19730;-33036;34;0;0;0
79;-10600;-32752;14;0;0;0
80;-10760;-32477;22;0;0;2
81;-28850;-32432;29;0;0;0
82;-42140;-32550;10;0;0;0
83;-38600;-32623;5;0;0;0
84;-21390;-32490;5;0;0;0
85;-6340;-32182;13;1;0;0
86;-29100;-32146;5;0;0;0
87;-20040;-32007;7;0;0;0
88;-29790;-31982;9;0;0;0
89;-40450;-32077;6;0;0;0
90;-44150;-32211;10;0;0;0
91;-31800;-32206;7;0;0;0
92;-29000;-32172;9;1;0;0
93;-32430;-32174;18;0;0;0
94;-32070;-32173;21;0;0;0
95;-24410;-32092;21;0;0;0
96;-30700;-32077;8;0;0;0
97;-33600;-32093;6;0;0;0
98;-15230;-31921;11;0;0;0
99;-38700;-31989;5;0;0;0
100;-25580;-31925;18;0;0;3
101;-24770;-31854;13;0;0;0
102;-28300;-31819;5;0;0;0
103;-32600;-31827;15;0;0;0
104;-42400;-31929;29;0;0;0
105;-15240;-31770;9;0;0;0
106;-24030;-31697;31;2;0;2
107;-23940;-31624;18;0;0;0
108;-3880;-31367;10;0;0;0
109;-3720;-31114;14;0;0;1
110;-27780;-31083;32;0;0;2
111;-27290;-31049;21;0;0;0
112;-13890;-30896;8;1;0;0
113;-39560;-30973;24;0;0;0
114;-37150;-31027;10;0;0;0
115;-13090;-30871;8;0;0;0
116;-26220;-30831;25;0;0;0
117;-47440;-30973;24;0;0;0
118;-16250;-30848;10;0;0;0
119;-25380;-30802;25;0;0;4
120;-39790;-30877;8;0;0;0
121;-35080;-30912;32;1;0;1
122;-14140;-30774;8;0;0;0
123;-24900;-30726;8;0;0;0
124;-24380;-30675;11;0;0;0
125;-23790;-30620;8;0;0;0
126;-27920;-30599;25;0;0;0
127;-29500;-30590;5;0;0;0
128;-12930;-30452;9;0;0;0
129;-17940;-30355;13;0;0;0
130;-11470;-30210;10;0;0;0
131;-40350;-30287;6;0;0;0
132;-39150;-30354;5;0;0;0
133;-30600;-30356;6;0;0;0
134;-18440;-30267;13;0;0;0
135;-45290;-30379;14;0;0;0
136;-30400;-30379;7;0;0;1
137;-51950;-30536;36;0;0;0
138;-37520;-30587;23;0;0;0
139;-25220;-30548;13;0;0;0
140;-21490;-30484;6;0;0;0
141;-41860;-30564;16;0;0;0
142;-28190;-30547;13;0;0;0
143;-11240;-30412;17;0;0;3
144;-19450;-30336;5;0;0;0
145;-51800;-30484;25;1;0;0
146;-25890;-30453;8;0;0;0
147;-21490;-30392;6;0;0;0
148;-21590;-30332;6;0;0;0
149;-34950;-30363;11;0;0;0
