Round;Reward;Average Reward;Steps Survived;Coins Collected;Enemies Killed;Crates Destroyed
1;-59790.0;-59790;13;0;0;0
2;-26640;-43215;8;1;0;0
3;-58400;-48277;10;0;0;0
4;-70650;-53870;6;0;0;0
5;-61450;-55386;13;0;0;0
6;-70100;-57838;29;1;0;0
7;-57100;-57733;15;1;0;0
8;-69950;-59260;5;0;0;0
9;-40960;-57227;19;0;0;0
10;-57640;-57268;37;0;0;0
11;-47470;-56377;30;0;0;0
12;-83030;-58598;30;0;0;0
13;-43730;-57455;17;0;0;0
14;-67570;-58177;23;0;0;0
15;-81680;-59744;19;0;0;0
16;-49590;-59109;6;0;0;0
17;-60870;-59213;21;0;0;0
18;-52140;-58820;6;0;0;0
19;-57690;-58761;16;0;0;0
20;-81490;-59897;17;0;0;0
21;-40930;-58994;10;0;0;0
22;-31090;-57725;14;0;0;0
23;-29540;-56500;11;0;0;0
24;-71350;-57119;7;0;0;0
25;-61290;-57286;18;0;0;0
26;-62790;-57497;18;0;0;0
27;-38590;-56797;11;0;0;0
28;-75240;-57456;12;0;0;0
29;-51400;-57247;6;0;0;0
30;-50260;-57014;26;0;0;0
31;-70550;-57451;14;0;0;0
32;-60680;-57552;16;0;0;0
33;-69450;-57912;5;0;0;0
34;-70350;-58278;9;0;0;0
35;-54140;-58160;8;0;0;0
36;-74400;-58611;9;0;0;0
37;-59430;-58633;15;0;0;0
38;-64120;-58777;22;0;0;0
39;-59100;-58786;22;0;0;0
40;-67530;-59004;24;0;0;0
41;-72200;-59326;9;0;0;0
42;-59250;-59324;18;0;0;0
43;-90440;-60048;25;0;0;0
44;-76060;-60412;27;0;0;1
45;-50850;-60199;6;0;0;0
46;-52100;-60023;7;0;0;0
47;-69090;-60216;20;0;0;0
48;-99750;-61040;20;0;0;1
49;-69150;-61205;5;1;0;0
50;-53500;-61051;9;0;0;0
51;-69400;-61215;5;0;0;0
52;-116370;-62276;56;0;0;2
53;-51550;-62073;7;0;0;0
54;-35080;-61573;20;0;0;0
55;-72590;-61774;52;0;0;0
56;-56250;-61675;18;0;0;0
57;-78080;-61963;17;0;0;0
58;-71200;-62122;6;0;0;0
59;-55150;-62004;9;0;0;0
60;-73150;-62190;8;0;0;0
61;-50840;-62004;7;0;0;0
62;-75930;-62228;14;0;0;0
63;-55000;-62113;10;0;0;0
64;-24450;-61525;5;0;0;0
65;-69350;-61645;6;0;0;0
66;-51080;-61485;19;0;0;0
67;-87750;-61877;30;0;0;0
68;-57140;-61808;10;0;0;0
69;-27550;-61311;7;0;0;2
70;-76130;-61523;15;0;0;0
71;-56000;-61445;11;0;0;0
72;-45880;-61229;19;1;0;0
73;-54040;-61130;10;0;0;0
74;-70100;-61252;7;0;0;0
75;-55850;-61180;10;0;0;0
76;-51050;-61046;6;0;0;0
77;-58470;-61013;34;0;0;0
78;-53900;-60922;8;0;0;0
79;-34840;-60592;8;0;0;0
80;-54730;-60518;12;0;0;0
81;-23140;-60057;5;0;0;0
82;-51460;-59952;45;0;0;0
83;-56500;-59910;27;1;0;0
84;-56330;-59868;15;0;0;0
85;-34990;-59575;9;1;0;0
86;-37480;-59318;12;0;0;0
87;-69400;-59434;5;0;0;0
88;-58750;-59426;16;0;0;0
89;-28150;-59075;8;0;0;0
90;-74180;-59243;13;0;0;0
91;-49100;-59131;5;0;0;0
92;-25640;-58767;7;0;0;0
93;-63210;-58815;39;0;0;0
94;-68800;-58921;6;0;0;0
95;-50130;-58829;23;0;0;0
96;-74900;-58996;11;0;0;0
97;-70650;-59116;6;0;0;0
98;-89540;-59427;23;0;0;0
99;-30540;-59135;7;0;0;0
100;-31920;-58863;9;0;0;0
101;-31470;-58591;28;0;0;0
102;-37470;-58384;13;0;0;0
103;-40650;-58212;6;0;0;0
104;-77240;-58395;14;0;0;0
105;-54640;-58359;8;0;0;0
106;-62930;-58403;19;0;0;0
107;-69400;-58505;5;0;0;0
108;-61120;-58530;19;0;0;0
109;-27030;-58241;10;0;0;0
110;-59340;-58251;16;0;0;0
111;-25700;-57957;6;0;0;0
112;-45500;-57846;13;1;0;0
113;-65990;-57918;20;1;0;1
114;-32370;-57694;17;0;0;0
115;-51400;-57639;6;0;0;0
116;-56100;-57626;45;3;0;0
117;-69400;-57727;5;0;0;0
118;-44550;-57615;10;0;0;0
119;-58790;-57625;24;0;0;0
120;-50750;-57568;10;1;0;0
121;-55430;-57550;13;0;0;0
122;-49350;-57483;6;1;0;0
123;-179800;-58477;104;1;0;1
124;-52650;-58430;7;0;0;0
125;-157550;-59223;82;1;0;2
126;-120280;-59708;20;0;0;0
127;-37480;-59533;12;0;0;0
128;-53530;-59486;9;0;0;0
129;-52150;-59429;10;0;0;0
130;-41090;-59288;13;0;0;0
131;-40650;-59146;6;0;0;0
