Round;Reward;Average Reward;Steps Survived;Coins Collected;Enemies Killed;Crates Destroyed
1;-9380.0;-9380;11;0;0;0
2;-9290;-9335;9;0;0;0
3;-1740;-6803;6;0;0;0
4;-23670;-11020;10;0;0;0
5;-3830;-9582;10;1;0;0
6;-6250;-9027;17;1;0;1
7;-15440;-9943;6;0;0;0
8;-23420;-11628;13;0;0;0
9;-19240;-12473;5;1;0;0
10;-16210;-12847;21;0;0;0
11;-10490;-12633;10;0;0;0
12;-50100;-15755;23;0;0;1
13;-5420;-14960;9;0;0;0
14;-12090;-14755;11;0;0;0
15;-9750;-14421;21;0;0;0
16;-13980;-14394;28;1;0;0
17;-31680;-15411;19;0;0;0
18;-27990;-16109;9;0;0;0
19;-26270;-16644;28;0;0;0
20;-7850;-16204;19;0;0;0
21;-4310;-15638;16;0;0;0
22;-22630;-15956;33;0;0;0
23;-24640;-16333;8;0;0;0
24;-24690;-16682;6;0;0;0
25;-26620;-17079;42;1;0;0
26;-22510;-17288;13;0;0;0
27;-4550;-16816;16;0;0;0
28;-24750;-17100;6;0;0;0
29;-24390;-17351;6;0;0;0
30;-9740;-17097;9;0;0;0
31;-24240;-17328;7;0;0;0
32;-20150;-17416;6;0;0;0
33;-46210;-18288;43;0;0;0
34;-9460;-18029;18;0;0;0
35;-29390;-18353;12;0;0;0
36;-20460;-18412;21;0;0;0
37;-24590;-18579;11;0;0;0
38;-26950;-18799;46;3;0;4
39;2270;-18259;7;0;0;0
40;-14940;-18176;5;0;0;0
41;-4230;-17836;14;0;0;0
42;-4980;-17530;12;0;0;0
43;-8770;-17326;12;0;0;0
44;-8690;-17130;8;0;0;0
45;-26500;-17338;25;0;0;0
46;-20680;-17411;8;0;0;0
47;-15130;-17362;5;0;0;0
48;-30260;-17631;19;0;0;0
49;-4930;-17372;11;0;0;0
50;-5570;-17136;10;2;0;0
51;-5060;-16899;15;0;0;0
52;-25170;-17058;13;0;0;0
53;-24140;-17192;11;0;0;0
54;-3040;-16929;7;0;0;0
55;-23980;-17058;24;0;0;0
56;-22400;-17153;8;0;0;0
57;-2980;-16904;9;0;0;0
58;-5140;-16702;9;0;0;0
59;-16440;-16697;19;0;0;1
60;-20030;-16753;36;1;0;1
61;-9980;-16642;11;0;0;0
62;-2180;-16408;11;0;0;2
63;-26360;-16566;22;1;0;0
64;-1180;-16326;7;0;0;0
65;-8690;-16208;12;0;0;0
66;-27100;-16373;9;0;0;0
67;-20790;-16439;6;0;0;0
68;-8680;-16325;10;0;0;0
69;720;-16078;39;1;0;6
70;-18400;-16111;9;0;0;0
71;-19690;-16162;5;0;0;0
72;-15990;-16159;15;0;0;0
73;-19090;-16200;5;0;0;0
