Round;Reward;Average Reward;Steps Survived;Coins Collected;Enemies Killed;Crates Destroyed
1;-131190.0;-131190;18;0;0;0
2;-82900;-107045;5;0;0;0
3;-138740;-117610;24;1;0;0
4;-107820;-115162;26;0;0;0
5;-82900;-108710;5;0;0;0
6;-110960;-109085;23;0;0;0
7;-122850;-111051;18;0;0;0
8;-145950;-115414;15;0;0;0
9;-111510;-114980;17;0;0;0
10;-48140;-108296;7;0;0;0
11;-95150;-107101;8;0;0;0
12;-97590;-106308;15;0;0;0
13;-64350;-103081;6;0;0;0
14;-123900;-104568;22;0;0;0
15;-63090;-101803;6;0;0;0
16;-105900;-102059;9;0;0;0
17;-45100;-98708;6;0;0;0
18;-40100;-95452;6;0;0;0
19;-117690;-96623;20;0;0;0
20;-58600;-94722;5;0;0;0
21;-105200;-95220;8;0;0;0
22;-96930;-95298;14;0;0;0
23;-63790;-93928;10;0;0;0
24;-129040;-95391;15;0;0;0
25;-51780;-93647;10;0;0;0
26;-68800;-92691;7;0;0;0
27;-63650;-91616;5;0;0;0
28;-226080;-96418;72;3;0;4
29;-185560;-99492;32;0;0;0
30;-127090;-100412;30;0;0;0
31;-52900;-98879;5;0;0;0
32;-81740;-98343;11;0;0;0
33;-221260;-102068;35;0;0;0
34;-140440;-103197;23;0;0;3
35;-77640;-102467;17;1;0;0
36;-82950;-101924;5;0;0;0
37;-180470;-104047;36;0;0;0
38;-119990;-104467;23;0;0;0
39;-107350;-104541;22;1;0;0
40;-82900;-104000;5;0;0;0
41;-160920;-105388;40;0;0;0
42;-185730;-107301;24;0;0;0
43;-123350;-107674;12;0;0;0
44;-134890;-108293;27;2;0;0
45;-58650;-107190;6;0;0;0
46;-89500;-106805;13;0;0;0
47;-82950;-106297;5;0;0;0
48;-80900;-105768;8;0;0;0
49;-67790;-104993;16;0;0;1
50;-146530;-105824;26;0;0;0
51;-79120;-105300;12;0;0;0
52;-128900;-105754;13;0;0;0
53;-209080;-107704;37;0;0;1
54;-112650;-107795;13;0;0;0
55;-123290;-108077;14;0;0;0
56;-84040;-107648;15;0;0;0
57;-75890;-107091;7;0;0;0
58;-88420;-106769;14;0;0;0
59;-69100;-106130;9;0;0;0
60;-76740;-105640;11;0;0;0
61;-88090;-105353;7;0;0;0
62;-69400;-104773;6;0;0;0
63;-88650;-104517;6;0;0;0
64;-82480;-104173;8;0;0;0
65;-70560;-103656;12;0;0;0
66;-107180;-103709;16;0;0;0
67;-93840;-103562;20;0;0;0
68;-45990;-102715;9;0;0;0
69;-111750;-102846;25;0;0;0
70;-77590;-102485;13;0;0;0
71;-70100;-102029;10;0;0;0
72;-56450;-101396;13;0;0;0
73;-94400;-101300;7;0;0;0
74;-77290;-100976;9;0;0;0
75;-75200;-100632;15;0;0;0
76;-33280;-99746;7;0;0;0
77;-93570;-99666;18;0;0;0
78;-101350;-99687;11;0;0;0
79;-117680;-99915;18;0;0;0
80;-82900;-99702;5;0;0;0
81;-116290;-99907;18;0;0;0
82;-92440;-99816;17;1;0;0
83;-115990;-100011;21;0;0;0
84;-63650;-99578;5;0;0;0
85;-64540;-99166;12;0;0;0
86;-94400;-99110;7;0;0;0
87;-75570;-98840;16;0;0;0
88;-93840;-98783;14;0;0;0
89;-101600;-98815;10;0;0;0
90;-140400;-99277;18;0;0;0
91;-55290;-98793;10;0;0;0
92;-92680;-98727;14;0;0;0
93;-68840;-98405;7;0;0;0
94;-42390;-97810;6;0;0;0
95;-162380;-98489;30;0;0;0
96;-118000;-98692;15;0;0;0
97;-94900;-98653;13;0;0;0
98;-30800;-97961;6;0;0;1
99;-57000;-97547;12;1;0;0
100;-68840;-97260;7;0;0;0
101;-111930;-97405;17;0;0;0
102;-122270;-97649;22;0;0;0
103;-115200;-97820;21;0;0;0
104;-82900;-97676;5;0;0;0
105;-102530;-97722;15;0;0;0
106;-89350;-97643;7;0;0;0
107;-147590;-98110;27;0;0;1
108;-136890;-98469;19;0;0;0
109;-59550;-98112;6;0;0;0
110;-108870;-98210;24;0;0;0
111;-94900;-98180;17;0;0;0
112;-123850;-98409;13;0;0;0
113;-159070;-98946;32;0;0;0
114;-139300;-99300;31;0;0;2
115;-61550;-98972;8;0;0;1
116;-151780;-99427;27;0;0;0
117;-87350;-99324;10;0;0;0
118;-76690;-99132;11;0;0;0
119;-90550;-99060;10;0;0;0
120;-157380;-99546;28;0;0;0
121;-183030;-100236;29;0;0;0
122;-164250;-100761;32;0;0;0
123;-127550;-100978;19;1;0;0
124;-102400;-100990;26;0;0;0
125;-61000;-100670;10;0;0;0
126;-80620;-100511;16;0;0;0
127;-141500;-100834;21;0;0;0
128;-94750;-100786;14;0;0;1
129;-63650;-100498;5;0;0;0
130;-294260;-101989;61;0;0;0
131;-59640;-101665;13;1;0;0
132;-99450;-101649;7;0;0;0
133;-110910;-101718;25;0;0;0
134;-74450;-101515;12;0;0;1
135;-63150;-101231;8;0;0;0
136;-83650;-101101;6;0;0;0
137;-82480;-100965;15;0;0;0
138;-115580;-101071;22;0;0;0
139;-99220;-101058;15;0;0;0
140;-82340;-100924;6;0;0;0
141;-96650;-100894;10;0;0;0
142;-87950;-100803;5;0;0;0
143;-71840;-100600;12;0;0;0
144;-57580;-100302;16;0;0;0
145;-86930;-100209;13;0;0;0
146;-100050;-100208;11;0;0;0
147;-69400;-99999;6;0;0;0
148;-105200;-100034;15;0;0;1
149;-82300;-99915;10;0;0;0
150;-63650;-99673;5;0;0;0
151;-168300;-100127;19;1;0;0
152;-64350;-99892;6;0;0;0
153;-136450;-100131;20;0;0;0
154;-75900;-99974;8;0;0;0
155;-98010;-99961;21;0;0;0
156;-107310;-100008;21;0;0;1
157;-128900;-100192;13;0;0;0
158;-233090;-101033;41;0;0;0
159;-106790;-101069;15;0;0;0
160;-82300;-100952;6;0;0;0
161;-63650;-100720;5;0;0;0
162;-93100;-100673;11;0;0;0
