Round;Reward;Average Reward;Steps Survived;Coins Collected;Enemies Killed;Crates Destroyed
1;-183110.0;-183110;26;0;0;0
2;-71230;-127170;9;0;0;0
3;-91120;-115153;15;0;0;0
4;-32340;-94450;6;0;0;0
5;-205190;-116598;24;0;0;0
6;-38890;-103647;5;0;0;0
7;-65350;-98176;5;0;0;0
8;-163750;-106372;21;0;0;0
9;-124330;-108368;19;1;0;1
10;-75750;-105106;8;0;0;0
11;-232250;-116665;38;0;0;0
12;-57800;-111759;8;0;0;0
13;-96250;-110566;9;0;0;0
14;-66400;-107411;5;0;0;0
15;-40340;-102940;7;0;0;0
16;-86290;-101899;9;0;0;0
17;-268010;-111671;37;0;0;2
18;-82400;-110044;7;0;0;0
19;-81900;-108563;7;0;0;0
20;-73900;-106830;6;0;0;0
21;-121190;-107514;10;0;0;0
22;-153080;-109585;23;0;0;0
23;-190480;-113102;24;0;0;0
24;-163460;-115200;24;0;0;0
25;-135790;-116024;19;0;0;0
26;-91640;-115086;14;0;0;0
27;-99900;-114524;9;0;0;0
28;-128520;-115024;18;0;0;0
29;-261980;-120091;35;0;0;0
30;-87390;-119001;9;0;0;0
31;-145220;-119847;23;1;0;0
32;-59350;-117956;8;0;0;0
33;-108290;-117663;12;0;0;0
34;-59400;-115950;6;0;0;0
35;-131060;-116381;16;0;0;0
36;-119850;-116478;8;0;0;0
37;-169780;-117918;21;0;0;0
38;-83900;-117023;7;0;0;0
39;-96950;-116508;5;0;0;0
40;-188130;-118299;20;0;0;0
41;-299650;-122722;43;0;0;0
42;-151700;-123412;18;0;0;0
43;-252880;-126423;48;0;0;0
44;-428250;-133283;71;0;0;1
45;-111240;-132793;16;0;0;0
46;-262760;-135618;47;0;0;3
47;-34300;-133463;5;0;0;0
48;-84840;-132450;9;0;0;0
49;-53900;-130847;5;0;0;0
50;-110340;-130436;12;0;0;0
51;-90400;-129651;8;0;0;0
52;-76800;-128635;8;0;0;0
53;-270480;-131311;34;0;0;0
54;-209250;-132755;23;0;0;0
55;-90300;-131983;10;0;0;0
56;-162240;-132523;27;0;0;0
57;-133080;-132533;15;0;0;0
58;-90250;-131804;18;0;0;0
59;-103300;-131321;6;0;0;0
60;-85790;-130562;11;0;0;0
61;-138550;-130693;12;1;0;0
62;-237730;-132419;26;0;0;0
63;-127700;-132344;26;0;0;0
64;-195580;-133332;21;0;0;0
65;-123350;-133179;10;0;0;0
66;-61900;-132099;6;0;0;0
67;-73900;-131230;6;0;0;0
68;-138700;-131340;14;0;0;0
69;-323140;-134120;51;0;0;0
70;-332720;-136957;42;0;0;2
71;-106730;-136531;17;0;0;0
72;-129740;-136437;11;0;0;0
73;-321600;-138973;42;0;0;0
74;-112230;-138612;16;0;0;0
75;-68840;-137682;7;0;0;0
76;-114250;-137373;9;0;0;0
77;-90570;-136765;15;0;0;0
78;-78260;-136015;19;0;0;0
79;-160850;-136330;29;1;0;0
80;-53240;-135291;9;0;0;0
81;-80650;-134617;12;1;0;0
82;-180680;-135178;31;0;0;0
83;-173150;-135636;23;0;0;0
84;-111650;-135350;12;1;0;0
85;-173370;-135798;20;0;0;0
86;-273870;-137403;40;0;0;0
87;-63700;-136556;8;0;0;0
88;-213980;-137436;29;0;0;0
89;-96400;-136975;5;0;0;0
90;-106550;-136637;16;0;0;0
91;-67400;-135876;7;0;0;0
92;-96340;-135446;14;0;0;0
93;-194440;-136080;45;3;0;3
94;-76290;-135444;8;0;0;0
95;-103230;-135105;13;0;0;0
96;-184580;-135621;25;0;0;0
97;-163070;-135904;22;0;0;0
98;-69800;-135229;9;0;0;0
99;-181850;-135700;28;0;0;0
100;-193760;-136280;28;0;0;0
101;-155340;-136469;14;0;0;0
102;-163530;-136735;17;0;0;0
103;-168180;-137040;23;0;0;0
104;-89900;-136587;8;0;0;0
105;-148220;-136697;20;0;0;0
106;-120450;-136544;8;0;0;0
107;-55790;-135789;9;0;0;0
108;-101700;-135474;9;0;0;0
109;-86890;-135028;9;0;0;0
110;-118400;-134877;20;0;0;0
111;-194300;-135412;31;1;0;0
112;-141000;-135462;38;2;0;0
113;-120180;-135327;15;0;0;0
114;-111850;-135121;7;0;0;0
115;-73400;-134584;6;0;0;0
116;-353630;-136472;48;0;0;0
117;-348890;-138288;51;1;0;1
118;-119900;-138132;8;0;0;0
119;-91740;-137742;10;0;0;0
120;-88850;-137335;6;0;0;0
121;-58500;-136683;13;1;0;0
122;-144950;-136751;11;0;0;0
123;-230040;-137510;42;1;0;0
124;-103850;-137238;6;0;0;0
125;-142650;-137281;18;0;0;0
126;-76190;-136797;12;0;0;0
127;-96950;-136483;5;0;0;0
128;-64340;-135919;10;0;0;0
129;-63390;-135357;6;0;0;0
130;-175390;-135665;20;0;0;0
131;-65900;-135132;5;0;0;0
132;-194870;-135585;30;0;0;0
133;-73350;-135117;6;0;0;0
134;-258640;-136039;50;0;0;3
135;-107890;-135830;8;0;0;0
136;-95900;-135537;5;0;0;0
137;-182140;-135877;25;0;0;0
138;-104950;-135653;6;0;0;0
139;-65900;-135151;5;0;0;0
140;-110290;-134973;12;0;0;0
141;-105080;-134761;17;0;0;0
142;-123120;-134679;19;0;0;0
143;-40340;-134020;7;0;0;0
144;-127180;-133972;16;0;0;0
145;-91740;-133681;10;0;0;0
146;-160950;-133868;13;0;0;0
147;-199970;-134317;27;0;0;0
148;-161620;-134502;22;0;0;0
149;-61950;-134015;17;0;0;0
150;-146800;-134100;18;0;0;0
151;-110130;-133941;14;0;0;0
152;-56340;-133431;9;0;0;0
153;-104950;-133245;6;0;0;0
154;-86340;-132940;11;0;0;0
155;-163590;-133138;21;0;0;0
156;-63390;-132691;6;0;0;0
